mae,rmse,r2,mape,lag_leakage_rows,observed_xgb_rmse,observed_idw_rmse,model_wins_vs_idw_rmse_pct
1.3015445273474489,2.268194046119661,0.8385451335971627,0.4151311130530018,0,2.4216347673539804,1.221007293072292,-98.33090114152195
